day,timestamp,shopper_id,action,row,col,details
Friday,14:17,67,BROWSING,g,3,Jeans
Friday,14:17,68,BROWSING,c,10,Tops
Friday,14:17,69,BROWSING,f,4,Pants
Friday,14:17,72,BROWSING,c,13,Hats & Handbags
Friday,14:17,73,MOVING,g,3,
Friday,14:17,75,BROWSING,h,13,Skirts & Dresses
Friday,14:17,76,BROWSING,b,3,Underwear
Friday,14:17,77,EXITED,h,8,
Friday,14:17,78,BROWSING,d,13,Hats & Handbags
Friday,14:17,79,PAUSED,g,8,
Friday,14:17,80,BROWSING,h,3,Jeans
Friday,14:17,81,MOVING,e,3,
Friday,14:17,83,MOVING,h,10,
Friday,14:17,84,MOVING,g,7,
Friday,14:18,7,BROWSING,b,3,Underwear
Friday,14:18,22,BROWSING,c,10,Tops
Friday,14:18,26,IN_QUEUE,b,8,position #2
Friday,14:18,27,BROWSING,b,3,Underwear
Friday,14:18,36,PAUSED,b,8,
Friday,14:18,37,AT_CHECKOUT,b,7,
Friday,14:18,40,BROWSING,h,3,Jeans
Friday,14:18,46,BROWSING,f,13,Skirts & Dresses
Friday,14:18,48,PAUSED,g,7,
Friday,14:18,50,PAUSED,h,12,
Friday,14:18,55,BROWSING,d,13,Hats & Handbags
Friday,14:18,56,BROWSING,e,6,Pants
Friday,14:18,57,ENTERED_FITTING,a,12,waited 0 ticks
Friday,14:18,59,BROWSING,f,13,Skirts & Dresses
Friday,14:18,60,BROWSING,h,13,Skirts & Dresses
Friday,14:18,67,BROWSING,g,3,Jeans
Friday,14:18,68,BROWSING,c,10,Tops
Friday,14:18,69,BROWSING,f,4,Pants
Friday,14:18,71,MOVING,h,13,
Friday,14:18,72,BROWSING,c,13,Hats & Handbags
Friday,14:18,73,PAUSED,g,3,
Friday,14:18,75,BROWSING,h,13,Skirts & Dresses
Friday,14:18,76,BROWSING,b,3,Underwear
Friday,14:18,78,BROWSING,d,13,Hats & Handbags
Friday,14:18,79,MOVING,g,6,
Friday,14:18,80,BROWSING,h,3,Jeans
Friday,14:18,81,MOVING,f,3,
Friday,14:18,82,MOVING,g,6,
Friday,14:18,83,MOVING,g,10,
Friday,14:18,84,MOVING,g,5,
Friday,14:19,7,BROWSING,b,3,Underwear
Friday,14:19,22,BROWSING,c,10,Tops
Friday,14:19,26,IN_QUEUE,b,8,position #2
Friday,14:19,36,PAUSED,b,8,
Friday,14:19,37,AT_CHECKOUT,b,7,
Friday,14:19,46,BROWSING,f,13,Skirts & Dresses
Friday,14:19,48,PAUSED,g,7,
Friday,14:19,50,MOVING,h,11,
Friday,14:19,55,BROWSING,d,13,Hats & Handbags
Friday,14:19,56,BROWSING,e,6,Pants
Friday,14:19,59,BROWSING,f,13,Skirts & Dresses
Friday,14:19,60,BROWSING,h,13,Skirts & Dresses
Friday,14:19,67,BROWSING,g,3,Jeans
Friday,14:19,68,BROWSING,c,10,Tops
Friday,14:19,69,BROWSING,f,4,Pants
Friday,14:19,71,MOVING,h,11,
Friday,14:19,73,PAUSED,g,3,
Friday,14:19,75,BROWSING,h,13,Skirts & Dresses
Friday,14:19,76,BROWSING,b,3,Underwear
Friday,14:19,78,BROWSING,d,13,Hats & Handbags
Friday,14:19,79,MOVING,g,4,
Friday,14:19,81,PAUSED,f,3,
Friday,14:19,82,PAUSED,g,6,
Friday,14:19,83,MOVING,g,9,
Friday,14:19,84,MOVING,f,4,
Friday,14:20,7,BROWSING,b,3,Underwear
Friday,14:20,22,BROWSING,c,10,Tops
Friday,14:20,26,IN_QUEUE,b,8,position #2
Friday,14:20,27,MOVING,b,4,
Friday,14:20,36,PAUSED,b,8,
Friday,14:20,37,AT_CHECKOUT,b,7,
Friday,14:20,40,MOVING,g,3,
Friday,14:20,46,BROWSING,f,13,Skirts & Dresses
Friday,14:20,48,MOVING,g,8,
Friday,14:20,50,PAUSED,h,11,
Friday,14:20,55,BROWSING,d,13,Hats & Handbags
Friday,14:20,56,BROWSING,e,6,Pants
Friday,14:20,59,BROWSING,f,13,Skirts & Dresses
Friday,14:20,60,BROWSING,h,13,Skirts & Dresses
Friday,14:20,67,BROWSING,g,3,Jeans
Friday,14:20,68,BROWSING,c,10,Tops
Friday,14:20,71,MOVING,h,9,
Friday,14:20,72,MOVING,e,13,
Friday,14:20,73,PAUSED,g,3,
Friday,14:20,76,BROWSING,b,3,Underwear
Friday,14:20,78,BROWSING,d,13,Hats & Handbags
Friday,14:20,79,PAUSED,g,4,
Friday,14:20,80,MOVING,g,3,
Friday,14:20,81,PAUSED,f,3,
Friday,14:20,82,PAUSED,g,6,
Friday,14:20,83,MOVING,g,8,
Friday,14:20,84,MOVING,d,4,
Friday,14:21,85,ENTERED,h,8,gender~female age~young
Friday,14:21,7,BROWSING,b,3,Underwear
Friday,14:21,22,BROWSING,c,10,Tops
Friday,14:21,26,IN_QUEUE,b,8,position #2
Friday,14:21,27,MOVING,b,5,
Friday,14:21,36,PAUSED,b,8,
Friday,14:21,37,CHECKOUT_COMPLETED,b,7,
Friday,14:21,40,MOVING,f,3,
Friday,14:21,46,BROWSING,f,13,Skirts & Dresses
Friday,14:21,48,MOVING,g,9,
Friday,14:21,50,PAUSED,h,11,
Friday,14:21,55,BROWSING,d,13,Hats & Handbags
Friday,14:21,59,BROWSING,f,13,Skirts & Dresses
Friday,14:21,67,BROWSING,g,3,Jeans
Friday,14:21,68,BROWSING,c,10,Tops
Friday,14:21,69,MOVING,g,4,
Friday,14:21,71,PAUSED,h,9,
Friday,14:21,72,MOVING,e,11,
Friday,14:21,73,PAUSED,g,3,
Friday,14:21,75,MOVING,f,13,
Friday,14:21,76,BROWSING,b,3,Underwear
Friday,14:21,78,BROWSING,d,13,Hats & Handbags
Friday,14:21,79,PAUSED,g,4,
Friday,14:21,80,PAUSED,g,3,
Friday,14:21,81,PAUSED,f,3,
Friday,14:21,82,MOVING,g,5,
Friday,14:21,83,MOVING,g,7,
Friday,14:21,84,ARRIVED_SECTION,d,3,Stockings
Friday,14:21,85,MOVING,g,7,
Friday,14:22,26,REACHED_COUNTER,b,7,
Friday,14:22,7,BROWSING,b,3,Underwear
Friday,14:22,22,BROWSING,c,10,Tops
Friday,14:22,26,AT_CHECKOUT,b,7,
Friday,14:22,27,MOVING,b,6,
Friday,14:22,36,MOVING,c,9,
Friday,14:22,37,MOVING,b,9,
Friday,14:22,40,MOVING,e,3,
Friday,14:22,46,BROWSING,f,13,Skirts & Dresses
Friday,14:22,48,ARRIVED_SECTION,g,10,Tops
Friday,14:22,50,MOVING,h,10,
Friday,14:22,55,BROWSING,d,13,Hats & Handbags
Friday,14:22,56,MOVING,c,6,
Friday,14:22,59,BROWSING,f,13,Skirts & Dresses
Friday,14:22,60,MOVING,g,13,
Friday,14:22,67,BROWSING,g,3,Jeans
Friday,14:22,68,BROWSING,c,10,Tops
Friday,14:22,69,MOVING,g,5,
Friday,14:22,71,PAUSED,h,9,
Friday,14:22,72,MOVING,f,10,
Friday,14:22,73,MOVING,h,3,
Friday,14:22,75,MOVING,d,13,
Friday,14:22,76,BROWSING,b,3,Underwear
Friday,14:22,78,BROWSING,d,13,Hats & Handbags
Friday,14:22,79,ARRIVED_SECTION,g,3,Jeans
Friday,14:22,80,PAUSED,g,3,
Friday,14:22,81,ARRIVED_SECTION,g,3,Jeans
Friday,14:22,82,MOVING,g,4,
Friday,14:22,83,MOVING,g,6,
Friday,14:22,84,BROWSING,d,3,Stockings
Friday,14:22,85,MOVING,g,5,
Friday,14:23,7,BROWSING,b,3,Underwear
Friday,14:23,22,BROWSING,c,10,Tops
Friday,14:23,26,AT_CHECKOUT,b,7,
Friday,14:23,27,MOVING,b,7,
Friday,14:23,36,MOVING,e,9,
Friday,14:23,37,MOVING,d,9,
Friday,14:23,40,MOVING,d,3,
Friday,14:23,46,BROWSING,f,13,Skirts & Dresses
Friday,14:23,48,BROWSING,g,10,Tops
Friday,14:23,50,MOVING,h,9,
Friday,14:23,55,BROWSING,d,13,Hats & Handbags
Friday,14:23,56,MOVING,b,7,
Friday,14:23,59,BROWSING,f,13,Skirts & Dresses
Friday,14:23,60,MOVING,f,13,
Friday,14:23,67,BROWSING,g,3,Jeans
Friday,14:23,68,BROWSING,c,10,Tops
Friday,14:23,69,MOVING,g,6,
Friday,14:23,71,PAUSED,h,9,
Friday,14:23,72,MOVING,g,9,
Friday,14:23,73,PAUSED,h,3,
Friday,14:23,75,MOVING,b,13,
Friday,14:23,79,BROWSING,g,3,Jeans
Friday,14:23,80,PAUSED,g,3,
Friday,14:23,81,BROWSING,g,3,Jeans
Friday,14:23,82,ARRIVED_SECTION,g,3,Jeans
Friday,14:23,83,MOVING,g,5,
Friday,14:23,84,BROWSING,d,3,Stockings
Friday,14:23,85,MOVING,f,4,
Friday,14:24,7,BROWSING,b,3,Underwear
Friday,14:24,22,BROWSING,c,10,Tops
Friday,14:24,26,AT_CHECKOUT,b,7,
Friday,14:24,27,MOVING,b,8,
Friday,14:24,36,PAUSED,e,9,
Friday,14:24,37,MOVING,f,9,
Friday,14:24,40,MOVING,c,3,
Friday,14:24,46,BROWSING,f,13,Skirts & Dresses
Friday,14:24,48,BROWSING,g,10,Tops
Friday,14:24,50,MOVING,h,8,
Friday,14:24,55,BROWSING,d,13,Hats & Handbags
Friday,14:24,56,JOINED_QUEUE,b,8,position #2
Friday,14:24,59,BROWSING,f,13,Skirts & Dresses
Friday,14:24,60,MOVING,e,13,
Friday,14:24,67,BROWSING,g,3,Jeans
Friday,14:24,68,BROWSING,c,10,Tops
Friday,14:24,69,MOVING,g,7,
Friday,14:24,71,MOVING,h,7,
Friday,14:24,72,MOVING,g,7,
Friday,14:24,73,PAUSED,h,3,
Friday,14:24,75,ARRIVED_FITTING_AREA,a,13,
Friday,14:24,76,MOVING,a,5,
Friday,14:24,78,MOVING,c,13,
Friday,14:24,79,BROWSING,g,3,Jeans
Friday,14:24,80,PAUSED,g,3,
Friday,14:24,81,BROWSING,g,3,Jeans
Friday,14:24,82,BROWSING,g,3,Jeans
Friday,14:24,83,MOVING,g,4,
Friday,14:24,84,BROWSING,d,3,Stockings
Friday,14:24,85,MOVING,d,4,
Friday,14:25,22,BROWSING,c,10,Tops
Friday,14:25,26,AT_CHECKOUT,b,7,
Friday,14:25,27,MOVING,b,9,
Friday,14:25,36,PAUSED,e,9,
Friday,14:25,37,MOVING,h,9,
Friday,14:25,40,MOVING,b,3,
Friday,14:25,46,BROWSING,f,13,Skirts & Dresses
Friday,14:25,48,BROWSING,g,10,Tops
Friday,14:25,50,MOVING,h,7,
Friday,14:25,55,BROWSING,d,13,Hats & Handbags
Friday,14:25,56,ABANDONED_QUEUE,b,8,position #2
Friday,14:25,59,BROWSING,f,13,Skirts & Dresses
Friday,14:25,60,MOVING,d,13,
Friday,14:25,67,BROWSING,g,3,Jeans
Friday,14:25,68,BROWSING,c,10,Tops
Friday,14:25,69,MOVING,g,8,
Friday,14:25,71,MOVING,h,5,
Friday,14:25,72,MOVING,g,5,
Friday,14:25,73,PAUSED,h,3,
Friday,14:25,75,ENTERED_FITTING,a,13,waited 0 ticks
Friday,14:25,76,MOVING,a,8,
Friday,14:25,78,MOVING,b,13,
Friday,14:25,79,BROWSING,g,3,Jeans
Friday,14:25,80,MOVING,g,4,
Friday,14:25,81,BROWSING,g,3,Jeans
Friday,14:25,82,BROWSING,g,3,Jeans
Friday,14:25,83,MOVING,f,4,
Friday,14:25,84,BROWSING,d,3,Stockings
Friday,14:25,85,ARRIVED_SECTION,d,3,Stockings
Friday,14:26,7,MOVING,a,3,
Friday,14:26,22,BROWSING,c,10,Tops
Friday,14:26,26,AT_CHECKOUT,b,7,
Friday,14:26,27,PAUSED,b,9,
Friday,14:26,36,MOVING,g,9,
Friday,14:26,37,EXITED,h,8,
Friday,14:26,40,MOVING,a,3,
Friday,14:26,46,BROWSING,f,13,Skirts & Dresses
Friday,14:26,48,BROWSING,g,10,Tops
Friday,14:26,50,MOVING,h,6,
Friday,14:26,56,MOVING,c,9,
Friday,14:26,59,BROWSING,f,13,Skirts & Dresses
Friday,14:26,60,MOVING,c,13,
Friday,14:26,67,BROWSING,g,3,Jeans
Friday,14:26,69,MOVING,g,9,
Friday,14:26,71,ARRIVED_SECTION,h,3,Jeans
Friday,14:26,72,ARRIVED_SECTION,g,3,Jeans
Friday,14:26,73,PAUSED,h,3,
Friday,14:26,76,PAUSED,a,8,
Friday,14:26,78,MOVING,b,12,
Friday,14:26,79,BROWSING,g,3,Jeans
Friday,14:26,80,MOVING,g,5,
Friday,14:26,81,BROWSING,g,3,Jeans
Friday,14:26,82,BROWSING,g,3,Jeans
Friday,14:26,83,MOVING,e,4,
Friday,14:26,84,BROWSING,d,3,Stockings
Friday,14:26,85,BROWSING,d,3,Stockings
Friday,14:27,7,PAUSED,a,3,
Friday,14:27,22,BROWSING,c,10,Tops
Friday,14:27,26,AT_CHECKOUT,b,7,
Friday,14:27,27,PAUSED,b,9,
Friday,14:27,36,EXITED,h,8,
Friday,14:27,40,MOVING,a,4,
Friday,14:27,46,BROWSING,f,13,Skirts & Dresses
Friday,14:27,48,BROWSING,g,10,Tops
Friday,14:27,50,MOVING,h,5,
Friday,14:27,55,MOVING,e,13,
Friday,14:27,56,MOVING,e,9,
Friday,14:27,60,MOVING,b,13,
Friday,14:27,67,BROWSING,g,3,Jeans
Friday,14:27,68,JOINED_QUEUE,b,8,position #2
Friday,14:27,69,ARRIVED_SECTION,g,10,Tops
Friday,14:27,71,BROWSING,h,3,Jeans
Friday,14:27,72,BROWSING,g,3,Jeans
Friday,14:27,73,MOVING,h,4,
Friday,14:27,76,PAUSED,a,8,
Friday,14:27,78,MOVING,b,11,
Friday,14:27,80,MOVING,g,6,
Friday,14:27,81,BROWSING,g,3,Jeans
Friday,14:27,82,BROWSING,g,3,Jeans
Friday,14:27,83,MOVING,d,4,
Friday,14:27,84,BROWSING,d,3,Stockings
Friday,14:27,85,BROWSING,d,3,Stockings
Friday,14:28,7,PAUSED,a,3,
Friday,14:28,22,BROWSING,c,10,Tops
Friday,14:28,26,AT_CHECKOUT,b,7,
Friday,14:28,27,PAUSED,b,9,
Friday,14:28,40,PAUSED,a,4,
Friday,14:28,46,BROWSING,f,13,Skirts & Dresses
Friday,14:28,48,BROWSING,g,10,Tops
Friday,14:28,50,MOVING,h,4,
Friday,14:28,55,MOVING,f,13,
Friday,14:28,56,PAUSED,e,9,
Friday,14:28,59,ARRIVED_SECTION,d,13,Hats & Handbags
Friday,14:28,60,MOVING,b,12,
Friday,14:28,67,BROWSING,g,3,Jeans
Friday,14:28,68,IN_QUEUE,b,8,position #2
Friday,14:28,69,BROWSING,g,10,Tops
Friday,14:28,71,BROWSING,h,3,Jeans
Friday,14:28,72,BROWSING,g,3,Jeans
Friday,14:28,73,PAUSED,h,4,
Friday,14:28,76,MOVING,a,11,
Friday,14:28,78,MOVING,b,10,
Friday,14:28,79,MOVING,h,4,
Friday,14:28,80,MOVING,f,6,
Friday,14:28,81,BROWSING,g,3,Jeans
Friday,14:28,82,BROWSING,g,3,Jeans
Friday,14:28,83,ARRIVED_SECTION,d,3,Stockings
Friday,14:28,84,BROWSING,d,3,Stockings
Friday,14:28,85,BROWSING,d,3,Stockings
Friday,14:29,7,MOVING,a,4,
Friday,14:29,22,BROWSING,c,10,Tops
Friday,14:29,26,AT_CHECKOUT,b,7,
Friday,14:29,27,MOVING,c,9,
Friday,14:29,40,PAUSED,a,4,
Friday,14:29,46,BROWSING,f,13,Skirts & Dresses
Friday,14:29,48,BROWSING,g,10,Tops
Friday,14:29,50,ARRIVED_SECTION,h,3,Jeans
Friday,14:29,55,MOVING,g,13,
Friday,14:29,56,PAUSED,e,9,
Friday,14:29,59,BROWSING,d,13,Hats & Handbags
Friday,14:29,60,MOVING,b,11,
Friday,14:29,67,BROWSING,g,3,Jeans
Friday,14:29,68,IN_QUEUE,b,8,position #2
Friday,14:29,69,BROWSING,g,10,Tops
Friday,14:29,71,BROWSING,h,3,Jeans
Friday,14:29,72,BROWSING,g,3,Jeans
Friday,14:29,73,PAUSED,h,4,
Friday,14:29,76,ARRIVED_FITTING_AREA,a,12,
Friday,14:29,78,MOVING,b,9,
Friday,14:29,79,MOVING,h,6,
Friday,14:29,80,MOVING,e,6,
Friday,14:29,81,BROWSING,g,3,Jeans
Friday,14:29,82,BROWSING,g,3,Jeans
Friday,14:29,83,BROWSING,d,3,Stockings
Friday,14:29,84,BROWSING,d,3,Stockings
Friday,14:29,85,BROWSING,d,3,Stockings
Friday,14:30,7,MOVING,a,5,
Friday,14:30,26,AT_CHECKOUT,b,7,
Friday,14:30,27,ARRIVED_SECTION,c,10,Tops
Friday,14:30,40,PAUSED,a,4,
Friday,14:30,46,BROWSING,f,13,Skirts & Dresses
Friday,14:30,48,BROWSING,g,10,Tops
Friday,14:30,50,BROWSING,h,3,Jeans
Friday,14:30,55,MOVING,h,13,
Friday,14:30,56,PAUSED,e,9,
Friday,14:30,59,BROWSING,d,13,Hats & Handbags
Friday,14:30,60,MOVING,b,10,
Friday,14:30,67,BROWSING,g,3,Jeans
Friday,14:30,68,ABANDONED_QUEUE,b,8,position #2
Friday,14:30,69,BROWSING,g,10,Tops
Friday,14:30,71,BROWSING,h,3,Jeans
Friday,14:30,72,BROWSING,g,3,Jeans
Friday,14:30,73,MOVING,h,5,
Friday,14:30,76,ENTERED_FITTING,a,14,waited 0 ticks
Friday,14:30,78,JOINED_QUEUE,b,8,position #2
Friday,14:30,79,MOVING,h,8,
Friday,14:30,80,MOVING,e,7,
Friday,14:30,81,BROWSING,g,3,Jeans
Friday,14:30,82,BROWSING,g,3,Jeans
Friday,14:30,83,BROWSING,d,3,Stockings
Friday,14:30,84,BROWSING,d,3,Stockings
Friday,14:30,85,BROWSING,d,3,Stockings
Friday,14:31,7,MOVING,a,6,
Friday,14:31,22,MOVING,b,10,
Friday,14:31,26,AT_CHECKOUT,b,7,
Friday,14:31,27,BROWSING,c,10,Tops
Friday,14:31,40,MOVING,a,5,
Friday,14:31,46,BROWSING,f,13,Skirts & Dresses
Friday,14:31,48,BROWSING,g,10,Tops
Friday,14:31,50,BROWSING,h,3,Jeans
Friday,14:31,55,MOVING,h,12,
Friday,14:31,56,MOVING,g,9,
Friday,14:31,57,LEFT_FITTING,a,12,
Friday,14:31,59,BROWSING,d,13,Hats & Handbags
Friday,14:31,60,MOVING,b,9,
Friday,14:31,67,BROWSING,g,3,Jeans
Friday,14:31,68,MOVING,d,9,
Friday,14:31,69,BROWSING,g,10,Tops
Friday,14:31,71,BROWSING,h,3,Jeans
Friday,14:31,72,BROWSING,g,3,Jeans
Friday,14:31,73,MOVING,h,6,
Friday,14:31,78,IN_QUEUE,b,8,position #2
Friday,14:31,79,MOVING,h,10,
Friday,14:31,80,MOVING,e,8,
Friday,14:31,82,BROWSING,g,3,Jeans
Friday,14:31,85,BROWSING,d,3,Stockings
Friday,14:32,86,ENTERED,h,8,gender~male age~senior
Friday,14:32,7,MOVING,a,7,
Friday,14:32,22,MOVING,b,11,
Friday,14:32,26,AT_CHECKOUT,b,7,
Friday,14:32,27,BROWSING,c,10,Tops
Friday,14:32,40,MOVING,a,6,
Friday,14:32,48,BROWSING,g,10,Tops
Friday,14:32,50,BROWSING,h,3,Jeans
Friday,14:32,55,MOVING,h,11,
Friday,14:32,56,EXITED,h,8,
Friday,14:32,57,MOVING,b,12,
Friday,14:32,59,BROWSING,d,13,Hats & Handbags
Friday,14:32,60,MOVING,b,8,
Friday,14:32,67,BROWSING,g,3,Jeans
Friday,14:32,68,MOVING,g,9,
Friday,14:32,69,BROWSING,g,10,Tops
Friday,14:32,71,BROWSING,h,3,Jeans
Friday,14:32,72,BROWSING,g,3,Jeans
Friday,14:32,73,MOVING,h,7,
Friday,14:32,78,IN_QUEUE,b,8,position #2
Friday,14:32,79,MOVING,h,12,
Friday,14:32,80,MOVING,e,9,
Friday,14:32,81,MOVING,h,3,
Friday,14:32,82,BROWSING,g,3,Jeans
Friday,14:32,83,MOVING,c,3,
Friday,14:32,84,ARRIVED_SECTION,d,4,Pants
Friday,14:32,85,BROWSING,d,3,Stockings
Friday,14:32,86,MOVING,g,8,
Friday,14:33,7,MOVING,a,8,
Friday,14:33,22,MOVING,b,12,
Friday,14:33,26,CHECKOUT_COMPLETED,b,7,
Friday,14:33,27,BROWSING,c,10,Tops
Friday,14:33,40,MOVING,a,7,
Friday,14:33,46,MOVING,g,13,
Friday,14:33,48,BROWSING,g,10,Tops
Friday,14:33,50,BROWSING,h,3,Jeans
Friday,14:33,55,MOVING,h,10,
Friday,14:33,57,MOVING,b,11,
Friday,14:33,59,BROWSING,d,13,Hats & Handbags
Friday,14:33,60,MOVING,b,7,
Friday,14:33,67,BROWSING,g,3,Jeans
Friday,14:33,68,PAUSED,g,9,
Friday,14:33,69,BROWSING,g,10,Tops
Friday,14:33,72,BROWSING,g,3,Jeans
Friday,14:33,73,EXITED,h,8,
Friday,14:33,78,IN_QUEUE,b,8,position #1
Friday,14:33,79,PAUSED,h,12,
Friday,14:33,80,MOVING,e,10,
Friday,14:33,81,MOVING,h,4,
Friday,14:33,83,MOVING,b,3,
Friday,14:33,84,BROWSING,d,4,Pants
Friday,14:33,85,BROWSING,d,3,Stockings
Friday,14:33,86,MOVING,f,8,
Friday,14:34,78,REACHED_COUNTER,b,7,
Friday,14:34,7,MOVING,a,9,
Friday,14:34,22,MOVING,b,13,
Friday,14:34,26,MOVING,b,8,
Friday,14:34,27,BROWSING,c,10,Tops
Friday,14:34,40,MOVING,a,8,
Friday,14:34,46,PAUSED,g,13,
Friday,14:34,48,BROWSING,g,10,Tops
Friday,14:34,50,BROWSING,h,3,Jeans
Friday,14:34,55,MOVING,h,9,
Friday,14:34,57,MOVING,b,10,
Friday,14:34,59,BROWSING,d,13,Hats & Handbags
Friday,14:34,60,MOVING,b,6,
Friday,14:34,68,PAUSED,g,9,
Friday,14:34,69,BROWSING,g,10,Tops
Friday,14:34,71,MOVING,f,3,
Friday,14:34,72,BROWSING,g,3,Jeans
Friday,14:34,78,AT_CHECKOUT,b,7,
Friday,14:34,79,PAUSED,h,12,
Friday,14:34,80,MOVING,e,11,
Friday,14:34,81,MOVING,h,5,
Friday,14:34,82,MOVING,f,3,
Friday,14:34,83,MOVING,b,4,
Friday,14:34,84,BROWSING,d,4,Pants
Friday,14:34,85,BROWSING,d,3,Stockings
Friday,14:34,86,MOVING,e,8,
Friday,14:35,7,MOVING,a,10,
Friday,14:35,22,ARRIVED_SECTION,c,13,Hats & Handbags
Friday,14:35,26,MOVING,b,9,
Friday,14:35,27,BROWSING,c,10,Tops
Friday,14:35,40,MOVING,a,9,
Friday,14:35,46,PAUSED,g,13,
Friday,14:35,48,BROWSING,g,10,Tops
Friday,14:35,50,BROWSING,h,3,Jeans
Friday,14:35,55,EXITED,h,8,
Friday,14:35,57,MOVING,c,10,
Friday,14:35,60,MOVING,b,5,
Friday,14:35,67,MOVING,h,3,
Friday,14:35,68,EXITED,h,8,
Friday,14:35,71,MOVING,d,3,
Friday,14:35,72,BROWSING,g,3,Jeans
Friday,14:35,78,AT_CHECKOUT,b,7,
Friday,14:35,79,ARRIVED_SECTION,h,13,Skirts & Dresses
Friday,14:35,80,MOVING,e,12,
Friday,14:35,81,PAUSED,h,5,
Friday,14:35,82,MOVING,e,3,
Friday,14:35,83,MOVING,b,5,
Friday,14:35,84,BROWSING,d,4,Pants
Friday,14:35,85,BROWSING,d,3,Stockings
Friday,14:35,86,PAUSED,e,8,
Friday,14:36,7,MOVING,a,11,
Friday,14:36,22,BROWSING,c,13,Hats & Handbags
Friday,14:36,26,MOVING,c,9,
Friday,14:36,27,BROWSING,c,10,Tops
Friday,14:36,40,MOVING,a,10,
Friday,14:36,46,MOVING,h,13,
Friday,14:36,48,BROWSING,g,10,Tops
Friday,14:36,50,BROWSING,h,3,Jeans
Friday,14:36,57,MOVING,d,10,
Friday,14:36,59,MOVING,e,12,
Friday,14:36,60,MOVING,b,4,
Friday,14:36,67,MOVING,h,4,
Friday,14:36,69,MOVING,h,10,
Friday,14:36,71,PAUSED,d,3,
Friday,14:36,72,BROWSING,g,3,Jeans
Friday,14:36,78,AT_CHECKOUT,b,7,
Friday,14:36,79,BROWSING,h,13,Skirts & Dresses
Friday,14:36,80,MOVING,e,13,
Friday,14:36,81,PAUSED,h,5,
Friday,14:36,82,MOVING,d,3,
Friday,14:36,83,MOVING,b,6,
Friday,14:36,84,BROWSING,d,4,Pants
Friday,14:36,85,BROWSING,d,3,Stockings
Friday,14:36,86,PAUSED,e,8,
Friday,14:37,7,ARRIVED_FITTING_AREA,a,12,
Friday,14:37,22,BROWSING,c,13,Hats & Handbags
Friday,14:37,26,MOVING,d,9,
Friday,14:37,27,BROWSING,c,10,Tops
Friday,14:37,40,MOVING,a,11,
Friday,14:37,46,MOVING,h,12,
Friday,14:37,48,BROWSING,g,10,Tops
Friday,14:37,50,BROWSING,h,3,Jeans
Friday,14:37,57,MOVING,e,10,
Friday,14:37,59,MOVING,e,10,
Friday,14:37,60,ARRIVED_SECTION,b,3,Underwear
Friday,14:37,67,MOVING,h,5,
Friday,14:37,69,PAUSED,h,10,
Friday,14:37,71,PAUSED,d,3,
Friday,14:37,78,AT_CHECKOUT,b,7,
Friday,14:37,79,BROWSING,h,13,Skirts & Dresses
Friday,14:37,80,ARRIVED_SECTION,d,13,Hats & Handbags
Friday,14:37,81,MOVING,h,6,
Friday,14:37,82,MOVING,c,3,
Friday,14:37,83,MOVING,b,7,
Friday,14:37,84,BROWSING,d,4,Pants
Friday,14:37,85,BROWSING,d,3,Stockings
Friday,14:37,86,MOVING,d,8,
Friday,14:38,7,ENTERED_FITTING,a,12,waited 0 ticks
Friday,14:38,22,BROWSING,c,13,Hats & Handbags
Friday,14:38,26,MOVING,e,9,
Friday,14:38,27,BROWSING,c,10,Tops
Friday,14:38,40,ARRIVED_FITTING_AREA,a,12,
Friday,14:38,46,MOVING,h,11,
Friday,14:38,50,BROWSING,h,3,Jeans
Friday,14:38,57,MOVING,f,10,
Friday,14:38,59,MOVING,e,8,
Friday,14:38,60,BROWSING,b,3,Underwear
Friday,14:38,67,MOVING,h,6,
Friday,14:38,69,PAUSED,h,10,
Friday,14:38,71,PAUSED,d,3,
Friday,14:38,72,MOVING,e,3,
Friday,14:38,78,CHECKOUT_COMPLETED,b,7,
Friday,14:38,79,BROWSING,h,13,Skirts & Dresses
Friday,14:38,80,BROWSING,d,13,Hats & Handbags
Friday,14:38,81,MOVING,h,7,
Friday,14:38,82,ARRIVED_SECTION,b,3,Underwear
Friday,14:38,83,MOVING,b,8,
Friday,14:38,84,BROWSING,d,4,Pants
Friday,14:38,85,BROWSING,d,3,Stockings
Friday,14:38,86,MOVING,d,7,
Friday,14:39,87,ENTERED,h,8,gender~female age~adult
Friday,14:39,22,BROWSING,c,13,Hats & Handbags
Friday,14:39,26,MOVING,f,9,
Friday,14:39,27,BROWSING,c,10,Tops
Friday,14:39,40,GAVE_UP_FITTING,a,12,waited 0 ticks
Friday,14:39,46,MOVING,h,10,
Friday,14:39,48,MOVING,f,10,
Friday,14:39,50,BROWSING,h,3,Jeans
Friday,14:39,57,MOVING,g,10,
Friday,14:39,59,ARRIVED_SECTION,e,6,Pants
Friday,14:39,60,BROWSING,b,3,Underwear
Friday,14:39,67,MOVING,h,7,
Friday,14:39,69,PAUSED,h,10,
Friday,14:39,71,PAUSED,d,3,
Friday,14:39,72,MOVING,c,3,
Friday,14:39,78,PAUSED,b,7,
Friday,14:39,79,BROWSING,h,13,Skirts & Dresses
Friday,14:39,80,BROWSING,d,13,Hats & Handbags
Friday,14:39,81,PAUSED,h,7,
Friday,14:39,82,BROWSING,b,3,Underwear
Friday,14:39,83,MOVING,b,9,
