time_s,visitor_id,map_x,map_y,n_cams,cams
37.0,9,469.1,660.4,1,0;1
37.2,9,469.2,660.5,1,0;1
37.4,9,471.3,661.2,1,0;1
37.6,9,471.3,661.2,1,0;1
37.8,9,471.6,661.2,1,0;1
38.0,9,471.6,661.2,1,0;1
38.2,9,471.6,661.2,1,0;1
38.4,9,471.6,661.2,1,0;1
38.6,9,476.9,662.4,2,0;1
38.8,9,475.9,662.5,2,0;1
39.0,9,477.1,662.7,2,0;1
39.2,9,472.9,661.9,2,0;1
39.4,9,474.9,662.6,2,0;1
39.6,9,476.3,662.9,2,0;1
39.8,9,477.3,663.1,2,0;1
40.0,9,477.8,663.2,2,0;1
40.2,9,478.7,663.4,2,0;1
40.4,9,479.7,663.6,2,0;1
40.6,9,472.2,662.3,1,0;1
40.8,9,474.1,662.8,1,0;1
41.0,9,474.1,662.8,1,0;1
41.2,9,473.1,662.8,1,0;1
41.4,9,473.1,662.8,1,0;1
41.6,9,473.1,662.8,1,0;1
41.8,9,473.1,662.8,1,0;1
42.0,9,473.1,662.8,1,0;1
42.2,9,473.1,662.8,1,0;1
42.4,9,473.1,662.8,1,0;1
42.6,9,473.1,662.8,1,0;1
42.8,9,472.9,662.8,1,0;1
43.0,9,472.8,662.8,1,0;1
43.2,9,472.8,662.8,1,0;1
43.4,9,472.9,662.7,1,0;1
43.6,9,477.7,662.8,1,0;1
43.8,9,480.4,662.9,1,0;1
44.0,9,481.0,662.7,1,0;1
44.2,9,481.0,662.7,1,0;1
44.4,9,481.0,662.7,1,0;1
44.6,9,481.0,662.7,1,0;1
44.8,9,481.0,662.7,1,0;1
45.0,9,481.0,662.7,1,0;1
45.2,9,481.0,662.7,1,0;1
45.4,9,481.0,662.7,1,0;1
45.6,9,481.0,662.7,1,0;1
45.8,9,481.4,662.6,1,0;1
46.0,9,482.2,662.6,1,0;1
46.2,9,482.3,662.5,1,0;1
46.4,9,482.3,662.5,1,0;1
46.6,9,482.3,662.5,1,0;1
46.8,9,482.3,662.5,1,0;1
47.0,9,482.3,662.5,1,0;1
47.2,9,482.3,662.5,1,0;1
47.4,9,482.3,662.5,1,0;1
47.6,9,482.3,662.5,1,0;1
47.8,9,482.3,662.5,1,0;1
48.0,9,482.3,662.5,1,0;1
48.2,9,474.5,662.2,1,0;1
48.4,9,466.7,661.9,1,0;1
48.6,9,466.6,661.9,1,0;1
48.8,9,466.6,661.9,1,0;1
49.0,9,466.6,661.9,1,0;1
49.2,9,466.6,661.9,1,0;1
49.4,9,466.8,662.0,1,0;1
49.6,9,467.7,662.3,1,0;1
49.8,9,467.7,662.3,1,0;1
50.0,9,467.7,662.3,1,0;1
50.2,9,467.7,662.3,1,0;1
50.4,9,467.7,662.3,1,0;1
50.6,9,467.7,662.3,1,0;1
50.8,9,467.7,662.3,1,0;1
51.0,9,467.7,662.3,1,0;1
51.2,9,467.7,662.3,1,0;1
51.4,9,467.7,662.3,1,0;1
51.6,9,467.7,662.3,1,0;1
51.8,9,468.6,662.4,1,0;1
52.0,9,468.7,662.4,1,0;1
52.2,9,468.7,662.4,1,0;1
52.4,9,468.7,662.4,1,0;1
52.6,9,468.7,662.4,1,0;1
52.8,9,468.7,662.4,1,0;1
53.0,9,468.7,662.4,1,0;1
53.2,9,468.7,662.4,1,0;1
53.4,9,468.7,662.4,1,0;1
53.6,9,468.7,662.4,1,0;1
53.8,9,468.7,662.4,1,0;1
54.0,9,468.7,662.4,1,0;1
54.2,9,468.7,662.4,1,0;1
54.4,9,468.7,662.4,1,0;1
54.6,9,469.9,662.7,1,0;1
54.8,9,471.0,663.0,1,0;1
55.0,9,471.3,663.0,1,0;1
55.2,9,472.0,663.0,1,0;1
55.4,9,472.7,662.9,1,0;1
55.6,9,473.2,662.8,1,0;1
55.8,9,474.6,662.8,1,0;1
56.0,9,475.1,662.7,1,0;1
56.2,9,476.1,662.8,1,0;1
56.4,9,477.0,662.8,1,0;1
56.6,9,477.0,662.8,1,0;1
56.8,9,476.3,662.7,1,0;1
57.0,9,475.4,662.6,1,0;1
57.2,9,475.2,662.6,1,0;1
57.4,9,475.2,662.6,1,0;1
57.6,9,475.8,663.2,1,0;1
57.8,9,476.5,664.4,1,0;1
58.0,9,477.7,665.6,1,0;1
58.2,9,478.1,666.0,1,0;1
58.4,9,478.3,666.4,1,0;1
58.6,9,473.3,667.5,1,0;1
58.8,9,462.6,667.2,1,0;1
59.0,9,462.0,667.2,1,0;1
59.2,9,460.9,667.1,1,0;1
59.4,9,459.8,668.8,1,0;1
59.6,9,452.8,672.4,1,0;1
59.8,9,447.1,673.4,1,0;1
60.0,9,437.2,673.0,1,0;1
60.2,9,436.4,673.3,1,0;1
60.4,9,432.6,673.5,1,0;1
60.6,9,432.6,673.5,1,0;1
60.8,9,432.6,673.5,1,0;1
61.0,9,428.4,675.1,1,0;1
61.2,9,423.4,676.5,1,0;1
61.4,9,413.3,678.6,1,0;1
61.6,9,408.8,680.2,1,0;1
61.8,9,404.0,680.1,1,0;1
62.0,9,411.5,681.8,1,0;1
62.2,9,410.5,681.6,1,0;1
62.4,9,410.5,681.6,1,0;1
62.6,9,410.5,681.4,1,0;1
62.8,9,410.6,681.2,1,0;1
63.0,9,410.6,681.2,1,0;1
63.2,9,410.6,681.2,1,0;1
63.4,9,410.6,681.2,1,0;1
63.6,9,410.6,681.2,1,0;1
63.8,9,410.6,681.1,1,0;1
64.0,9,410.7,681.1,1,0;1
64.2,9,410.7,681.1,1,0;1
64.4,9,410.7,681.1,1,0;1
64.6,9,410.7,681.1,1,0;1
64.8,9,410.7,681.1,1,0;1
65.0,9,410.7,681.0,1,0;1
65.2,9,410.7,681.0,1,0;1
65.4,9,410.7,681.0,1,0;1
65.6,9,410.4,680.8,1,0;1
65.8,9,409.5,680.4,1,0;1
66.0,9,408.7,680.2,1,0;1
66.2,9,407.5,680.0,1,0;1
66.4,9,406.2,679.8,1,0;1
66.6,9,408.0,680.2,1,0;1
66.8,9,410.4,680.5,1,0;1
67.0,9,414.8,680.7,1,0;1
67.2,9,419.2,681.0,1,0;1
67.4,9,423.6,681.3,1,0;1
67.6,9,428.0,681.6,1,0;1
67.8,9,430.9,681.8,1,0;1
68.0,9,430.9,681.8,1,0;1
68.2,9,430.9,681.8,1,0;1
68.4,9,417.9,679.6,1,0;1
68.6,9,417.7,679.6,1,0;1
68.8,9,417.7,679.6,1,0;1
69.0,9,428.2,681.1,1,0;1
69.2,9,438.8,682.7,1,0;1
69.4,9,449.4,684.3,1,0;1
69.6,9,453.1,684.8,1,0;1
69.8,9,452.3,684.3,1,0;1
70.0,9,438.3,681.5,1,0;1
70.2,9,430.8,680.2,1,0;1
70.4,9,420.5,677.6,1,0;1
70.6,9,419.1,676.9,1,0;1
70.8,9,419.1,676.9,1,0;1
71.0,9,429.0,678.7,1,0;1
71.2,9,429.0,678.7,1,0;1
71.4,9,429.0,678.7,1,0;1
71.6,9,422.9,677.9,1,0;1
71.8,9,423.5,678.1,1,0;1
72.0,9,424.2,678.2,1,0;1
72.2,9,431.0,678.6,1,0;1
72.4,9,439.7,677.6,1,0;1
72.6,9,448.4,676.6,1,0;1
72.8,9,457.1,675.5,1,0;1
73.0,9,465.8,674.5,1,0;1
73.2,9,474.5,673.5,1,0;1
73.4,9,483.2,672.5,1,0;1
73.6,9,491.8,671.4,1,0;1
73.8,9,500.5,670.4,1,0;1
74.0,9,509.2,669.4,1,0;1
74.2,9,517.9,668.3,1,0;1
74.4,9,526.6,667.3,1,0;1
74.6,9,535.3,666.3,1,0;1
74.8,9,544.0,665.2,1,0;1
75.0,9,552.7,664.2,1,0;1
75.2,9,561.4,663.2,1,0;1
75.4,9,572.9,662.9,1,0;1
75.6,9,578.7,663.4,1,0;1
75.8,9,571.6,663.1,1,0;1
76.0,9,630.1,658.4,2,0;1
76.2,9,592.0,661.8,2,0;1
76.4,9,586.0,664.0,2,0;1
76.6,9,585.0,666.2,2,0;1
76.8,9,603.5,665.0,2,0;1
77.0,9,590.0,668.3,2,0;1
77.2,9,573.5,670.4,2,0;1
77.4,9,563.8,672.2,2,0;1
77.6,9,556.8,673.7,2,0;1
77.8,9,555.4,674.1,2,0;1
78.0,9,554.2,674.0,2,0;1
78.2,9,549.9,673.3,2,0;1
78.4,9,547.2,672.4,2,0;1
78.6,9,547.4,670.6,2,0;1
78.8,9,551.2,668.2,2,0;1
79.0,9,547.8,668.2,2,0;1
79.2,9,548.0,668.0,2,0;1
79.4,9,546.5,667.7,2,0;1
79.6,9,545.0,667.9,2,0;1
79.8,9,548.5,667.3,2,0;1
80.0,9,530.7,670.5,2,0;1
80.2,9,548.2,668.8,2,0;1
80.4,9,543.1,670.0,2,0;1
80.6,9,542.8,669.9,2,0;1
80.8,9,542.8,669.7,2,0;1
81.0,9,543.6,669.6,2,0;1
81.2,9,543.4,669.6,2,0;1
81.4,9,541.1,668.9,2,0;1
81.6,9,538.8,669.3,2,0;1
81.8,9,538.9,665.9,2,0;1
82.0,9,530.9,665.6,2,0;1
82.2,9,526.3,665.3,2,0;1
82.4,9,518.4,664.8,2,0;1
82.6,9,516.0,662.9,2,0;1
82.8,9,516.9,661.5,2,0;1
83.0,9,521.1,660.1,2,0;1
83.2,9,521.5,659.6,2,0;1
83.4,9,519.5,659.5,2,0;1
83.6,9,515.7,659.5,2,0;1
83.8,9,514.6,660.1,2,0;1
84.0,9,513.9,662.0,2,0;1
84.2,9,514.5,663.5,2,0;1
84.4,9,516.7,666.2,2,0;1
84.6,9,513.9,668.7,2,0;1
84.8,9,516.6,669.7,2,0;1
85.0,9,527.6,670.7,2,0;1
85.2,9,531.8,670.4,2,0;1
85.4,9,536.0,670.5,2,0;1
85.6,9,541.9,670.2,2,0;1
85.8,9,543.1,671.2,2,0;1
86.0,9,548.8,671.4,2,0;1
86.2,9,549.9,671.5,2,0;1
86.4,9,552.4,671.3,2,0;1
86.6,9,547.9,671.4,2,0;1
86.8,9,541.0,670.9,2,0;1
87.0,9,539.1,670.9,2,0;1
87.2,9,538.1,670.7,2,0;1
87.4,9,535.8,668.5,2,0;1
87.6,9,536.5,666.3,2,0;1
87.8,9,530.8,666.1,2,0;1
88.0,9,532.8,664.4,2,0;1
88.2,9,542.3,664.9,2,0;1
88.4,9,537.4,665.0,2,0;1
88.6,9,541.1,665.3,2,0;1
88.8,9,535.8,665.0,2,0;1
89.0,9,532.1,665.2,2,0;1
89.2,9,528.7,666.5,2,0;1
89.4,9,525.1,666.8,2,0;1
89.6,9,522.5,666.8,2,0;1
89.8,9,517.0,666.1,2,0;1
90.0,9,516.1,665.4,2,0;1
90.2,9,517.2,665.1,2,0;1
90.4,9,508.0,665.8,2,0;1
90.6,9,515.7,664.8,2,0;1
90.8,9,511.6,665.2,2,0;1
91.0,9,511.5,665.1,2,0;1
91.2,9,511.2,664.9,2,0;1
91.4,9,511.0,662.7,2,0;1
91.6,9,516.3,660.2,2,0;1
91.8,9,525.0,660.4,2,0;1
92.0,9,520.7,660.0,2,0;1
92.2,9,512.6,659.5,2,0;1
92.4,9,514.4,659.3,2,0;1
92.6,9,514.1,659.2,2,0;1
92.8,9,515.4,659.2,2,0;1
93.0,9,515.3,659.2,2,0;1
93.2,9,522.7,660.2,2,0;1
93.4,9,525.4,660.5,2,0;1
93.6,9,525.4,660.5,2,0;1
93.8,9,522.4,660.4,2,0;1
94.0,9,523.5,661.7,2,0;1
94.2,9,517.4,662.2,2,0;1
94.4,9,511.9,663.4,2,0;1
94.6,9,519.1,663.7,2,0;1
94.8,9,504.1,670.7,2,0;1
95.0,9,506.5,670.6,2,0;1
95.2,9,493.6,672.8,2,0;1
95.4,9,491.5,673.2,2,0;1
95.6,9,489.5,673.7,2,0;1
95.8,9,486.6,674.7,2,0;1
96.0,9,485.3,675.3,2,0;1
96.2,9,483.2,676.0,2,0;1
96.4,9,479.6,677.2,2,0;1
96.6,9,475.3,678.8,2,0;1
96.8,9,472.4,679.4,2,0;1
97.0,9,499.3,675.1,2,0;1
97.2,9,501.6,674.4,2,0;1
97.4,9,496.5,675.3,2,0;1
97.6,9,492.7,674.7,2,0;1
97.8,9,490.0,675.3,2,0;1
98.0,9,490.0,675.1,2,0;1
98.2,9,490.2,674.7,2,0;1
98.4,9,486.5,673.0,2,0;1
98.6,9,482.3,672.0,2,0;1
98.8,9,480.2,670.9,2,0;1
99.0,9,475.7,670.0,2,0;1
99.2,9,469.9,670.1,2,0;1
99.4,9,460.9,670.8,2,0;1
99.6,9,449.3,671.1,2,0;1
99.8,9,440.8,671.9,2,0;1
100.0,9,436.6,672.3,2,0;1
100.2,9,428.2,672.6,2,0;1
100.4,9,418.2,672.9,2,0;1
100.6,9,414.7,673.2,2,0;1
100.8,9,415.7,672.9,2,0;1
101.0,9,415.1,672.9,2,0;1
101.2,9,408.4,673.2,2,0;1
101.4,9,407.0,673.4,2,0;1
101.6,9,407.9,673.3,2,0;1
101.8,9,409.3,673.0,2,0;1
102.0,9,405.0,673.8,2,0;1
102.2,9,404.2,674.3,2,0;1
102.4,9,405.6,674.2,2,0;1
102.6,9,402.4,674.2,2,0;1
102.8,9,397.8,674.5,2,0;1
103.0,9,396.6,674.7,2,0;1
103.2,9,395.8,674.9,2,0;1
103.4,9,395.0,674.9,2,0;1
103.6,9,395.2,674.9,2,0;1
103.8,9,396.5,674.9,2,0;1
104.0,9,399.1,675.0,2,0;1
104.2,9,400.7,674.8,2,0;1
104.4,9,399.3,675.1,2,0;1
104.6,9,399.6,674.6,2,0;1
104.8,9,399.2,674.4,2,0;1
105.0,9,400.6,674.1,2,0;1
105.2,9,400.6,674.0,2,0;1
105.4,9,400.1,674.1,2,0;1
105.6,9,400.3,674.0,2,0;1
105.8,9,400.8,673.9,2,0;1
106.0,9,400.9,673.9,2,0;1
106.2,9,400.5,674.0,2,0;1
106.4,9,400.4,674.0,2,0;1
106.6,9,398.7,674.1,2,0;1
106.8,9,398.8,674.0,2,0;1
107.0,9,398.4,674.1,2,0;1
107.2,9,398.7,674.1,2,0;1
107.4,9,397.4,674.2,2,0;1
107.6,9,400.0,674.5,2,0;1
107.8,9,400.4,674.4,2,0;1
108.0,9,399.5,674.6,2,0;1
108.2,9,398.9,674.7,2,0;1
108.4,9,398.0,674.8,2,0;1
108.6,9,400.7,674.4,2,0;1
108.8,9,407.1,674.0,2,0;1
109.0,9,413.2,674.3,2,0;1
109.2,9,419.5,674.0,2,0;1
109.4,9,425.4,673.8,2,0;1
109.6,9,435.2,677.3,2,0;1
109.8,9,436.6,677.4,2,0;1
110.0,9,437.7,677.0,2,0;1
110.2,9,438.2,676.0,2,0;1
110.4,9,438.1,674.7,2,0;1
110.6,9,438.2,674.2,2,0;1
110.8,9,438.8,673.8,2,0;1
111.0,9,440.6,673.6,2,0;1
111.2,9,442.1,673.4,2,0;1
111.4,9,443.0,673.3,2,0;1
111.6,9,442.7,673.4,2,0;1
111.8,9,442.9,673.4,2,0;1
112.0,9,443.1,673.3,2,0;1
112.2,9,443.2,673.3,2,0;1
112.4,9,443.1,673.4,2,0;1
112.6,9,442.6,673.5,2,0;1
112.8,9,442.2,673.6,2,0;1
113.0,9,442.2,673.6,2,0;1
113.2,9,441.6,673.7,2,0;1
113.4,9,439.9,673.7,2,0;1
113.6,9,440.9,673.4,2,0;1
113.8,9,442.0,673.4,2,0;1
114.0,9,443.6,673.3,2,0;1
114.2,9,444.0,673.2,2,0;1
114.4,9,444.0,673.3,2,0;1
114.6,9,444.0,673.3,2,0;1
114.8,9,444.2,673.2,2,0;1
115.0,9,444.3,673.1,2,0;1
115.2,9,444.2,672.8,2,0;1
115.4,9,444.2,672.7,2,0;1
115.6,9,443.8,672.8,2,0;1
115.8,9,444.1,672.7,2,0;1
116.0,9,444.3,672.6,2,0;1
116.2,9,444.4,672.5,2,0;1
116.4,9,445.2,672.4,2,0;1
116.6,9,446.2,672.3,2,0;1
116.8,9,446.0,672.3,2,0;1
117.0,9,445.8,672.4,2,0;1
117.2,9,444.6,672.5,2,0;1
117.4,9,443.9,672.6,2,0;1
117.6,9,444.0,672.6,2,0;1
117.8,9,444.3,672.5,2,0;1
118.0,9,444.6,672.4,2,0;1
118.2,9,444.2,672.5,2,0;1
118.4,9,443.9,672.6,2,0;1
118.6,9,443.5,672.7,2,0;1
118.8,9,442.7,672.8,2,0;1
119.0,9,442.0,672.8,2,0;1
119.2,9,441.6,672.8,2,0;1
119.4,9,441.6,672.8,2,0;1
119.6,9,441.5,672.8,2,0;1
119.8,9,441.5,672.8,2,0;1
120.0,9,441.5,672.8,2,0;1
120.2,9,441.5,672.8,2,0;1
120.4,9,441.3,672.8,2,0;1
120.6,9,441.5,672.8,2,0;1
120.8,9,441.5,672.8,2,0;1
121.0,9,441.7,672.7,2,0;1
121.2,9,442.0,672.7,2,0;1
121.4,9,442.0,672.7,2,0;1
121.6,9,442.1,672.7,2,0;1
121.8,9,442.4,672.6,2,0;1
122.0,9,442.4,672.6,2,0;1
122.2,9,442.4,672.6,2,0;1
122.4,9,442.4,672.7,2,0;1
122.6,9,442.3,672.7,2,0;1
122.8,9,442.6,672.7,2,0;1
123.0,9,442.6,672.7,2,0;1
123.2,9,442.8,672.6,2,0;1
123.4,9,443.0,672.6,2,0;1
123.6,9,442.9,672.6,2,0;1
123.8,9,443.6,672.6,2,0;1
124.0,9,443.9,672.6,2,0;1
124.2,9,442.2,672.9,2,0;1
124.4,9,442.0,672.9,2,0;1
124.6,9,443.1,672.7,2,0;1
124.8,9,443.9,672.5,2,0;1
125.0,9,444.0,672.5,2,0;1
125.2,9,444.1,672.4,2,0;1
125.4,9,444.2,672.4,2,0;1
125.6,9,444.3,672.4,2,0;1
125.8,9,446.4,672.3,2,0;1
126.0,9,447.0,672.2,2,0;1
126.2,9,446.5,672.3,2,0;1
126.4,9,443.8,672.6,2,0;1
126.6,9,443.3,672.7,2,0;1
126.8,9,443.4,672.6,2,0;1
127.0,9,443.4,672.6,2,0;1
127.2,9,442.7,672.7,2,0;1
127.4,9,442.7,672.7,2,0;1
127.6,9,442.5,672.7,2,0;1
127.8,9,442.8,672.8,2,0;1
128.0,9,443.2,672.8,2,0;1
128.2,9,442.8,672.6,2,0;1
128.4,9,443.1,672.4,2,0;1
128.6,9,443.1,672.2,2,0;1
128.8,9,443.2,672.1,2,0;1
129.0,9,443.4,672.1,2,0;1
129.2,9,443.4,672.1,2,0;1
129.4,9,443.5,672.1,2,0;1
129.6,9,443.6,672.1,2,0;1
129.8,9,443.6,672.1,2,0;1
130.0,9,443.7,672.0,2,0;1
130.2,9,443.9,672.0,2,0;1
130.4,9,444.0,672.0,2,0;1
130.6,9,444.1,672.0,2,0;1
130.8,9,444.1,672.0,2,0;1
131.0,9,444.2,672.0,2,0;1
131.2,9,444.1,672.0,2,0;1
131.4,9,444.1,672.0,2,0;1
131.6,9,444.1,672.0,2,0;1
131.8,9,444.1,672.0,2,0;1
132.0,9,444.0,672.0,2,0;1
132.2,9,444.1,672.0,2,0;1
132.4,9,444.1,672.0,2,0;1
132.6,9,444.2,672.0,2,0;1
132.8,9,444.2,672.0,2,0;1
133.0,9,444.4,671.9,2,0;1
133.2,9,443.5,672.0,2,0;1
133.4,9,443.1,672.0,2,0;1
133.6,9,442.6,672.1,2,0;1
133.8,9,442.5,672.7,2,0;1
134.0,9,442.6,673.8,2,0;1
134.2,9,443.8,672.1,2,0;1
134.4,9,436.8,673.4,2,0;1
134.6,9,426.8,674.4,2,0;1
134.8,9,417.4,675.4,2,0;1
135.0,9,408.4,676.0,2,0;1
135.2,9,407.0,675.9,2,0;1
135.4,9,404.7,676.1,2,0;1
135.6,9,402.5,675.5,2,0;1
135.8,9,402.2,675.6,2,0;1
136.0,9,402.2,675.6,2,0;1
136.2,9,402.4,675.5,2,0;1
136.4,9,401.8,675.8,2,0;1
136.6,9,402.5,675.5,2,0;1
136.8,9,402.2,675.6,2,0;1
137.0,9,402.2,675.6,2,0;1
137.2,9,402.1,675.6,2,0;1
137.4,9,403.6,675.5,2,0;1
137.6,9,405.9,675.3,2,0;1
137.8,9,405.1,675.5,2,0;1
138.0,9,405.1,675.5,2,0;1
138.2,9,404.6,675.3,2,0;1
138.4,9,404.7,675.3,2,0;1
138.6,9,404.4,675.0,2,0;1
138.8,9,404.2,674.6,2,0;1
139.0,9,403.8,674.6,2,0;1
139.2,9,402.6,674.7,2,0;1
139.4,9,403.5,674.9,2,0;1
139.6,9,402.9,675.3,2,0;1
139.8,9,403.1,675.2,2,0;1
140.0,9,402.4,675.4,2,0;1
140.2,9,397.3,675.6,2,0;1
140.4,9,396.3,675.6,2,0;1
140.6,9,396.8,675.5,2,0;1
140.8,9,397.0,675.4,2,0;1
141.0,9,397.2,675.4,2,0;1
141.2,9,397.5,675.4,2,0;1
141.4,9,399.4,676.1,2,0;1
141.6,9,399.6,676.2,2,0;1
141.8,9,399.7,676.2,2,0;1
142.0,9,399.6,676.1,2,0;1
142.2,9,398.4,676.0,2,0;1
142.4,9,397.8,675.7,2,0;1
142.6,9,394.8,675.0,2,0;1
142.8,9,393.7,674.8,2,0;1
143.0,9,393.7,674.7,2,0;1
143.2,9,393.8,674.7,2,0;1
143.4,9,394.0,674.7,2,0;1
143.6,9,394.0,674.6,2,0;1
143.8,9,393.9,674.7,2,0;1
144.0,9,394.1,674.7,2,0;1
144.2,9,395.2,674.9,2,0;1
144.4,9,395.7,674.9,2,0;1
144.6,9,396.0,674.8,2,0;1
144.8,9,395.8,674.9,2,0;1
145.0,9,394.4,674.3,2,0;1
145.2,9,394.4,674.1,2,0;1
145.4,9,394.0,673.8,2,0;1
145.6,9,394.1,673.3,2,0;1
145.8,9,397.1,673.3,2,0;1
146.0,9,394.8,673.5,2,0;1
146.2,9,383.4,672.9,2,0;1
146.4,9,375.8,672.4,2,0;1
146.6,9,374.4,671.7,2,0;1
146.8,9,373.4,671.1,2,0;1
147.0,9,374.5,670.5,2,0;1
147.2,9,371.8,670.1,2,0;1
147.4,9,372.5,670.1,2,0;1
147.6,9,373.6,670.3,2,0;1
147.8,9,374.8,670.9,2,0;1
148.0,9,374.9,671.1,2,0;1
148.2,9,371.0,671.0,2,0;1
148.4,9,370.7,671.0,2,0;1
148.6,9,371.1,671.0,2,0;1
148.8,9,370.5,671.0,2,0;1
149.0,9,370.6,671.0,2,0;1
149.2,9,370.2,671.1,2,0;1
149.4,9,369.0,671.5,2,0;1
149.6,9,367.3,671.9,2,0;1
149.8,9,367.5,673.1,2,0;1
150.0,9,369.5,675.7,2,0;1
150.2,9,363.6,677.5,2,0;1
150.4,9,363.0,677.4,2,0;1
150.6,9,360.0,677.8,2,0;1
150.8,9,360.3,677.7,2,0;1
151.0,9,358.8,677.7,2,0;1
151.2,9,357.6,676.7,2,0;1
151.4,9,356.7,674.5,2,0;1
151.6,9,357.8,673.1,2,0;1
151.8,9,357.5,672.6,2,0;1
152.0,9,357.1,672.6,2,0;1
152.2,9,357.5,672.5,2,0;1
152.4,9,357.2,672.3,2,0;1
152.6,9,359.0,671.4,2,0;1
152.8,9,359.3,671.2,2,0;1
153.0,9,360.2,671.2,2,0;1
153.2,9,360.5,671.3,2,0;1
153.4,9,360.8,671.3,2,0;1
153.6,9,370.7,670.2,2,0;1
153.8,9,357.7,671.3,2,0;1
154.0,9,355.8,671.8,2,0;1
154.2,9,355.2,671.9,2,0;1
154.4,9,356.0,671.9,2,0;1
154.6,9,355.3,671.9,2,0;1
154.8,9,357.5,671.7,2,0;1
155.0,9,357.0,671.8,2,0;1
155.2,9,358.5,671.9,2,0;1
155.4,9,357.3,672.7,2,0;1
155.6,9,357.5,673.0,2,0;1
155.8,9,356.4,673.0,2,0;1
156.0,9,357.1,672.6,2,0;1
156.2,9,352.7,673.9,2,0;1
156.4,9,352.1,674.5,2,0;1
156.6,9,351.2,676.2,2,0;1
156.8,9,357.9,675.7,2,0;1
157.0,9,353.7,677.5,2,0;1
157.2,9,348.6,678.3,2,0;1
157.4,9,349.5,677.5,2,0;1
157.6,9,350.1,676.8,2,0;1
157.8,9,348.3,677.2,2,0;1
158.0,9,345.0,676.0,2,0;1
158.2,9,340.4,675.7,2,0;1
158.4,9,340.2,675.5,2,0;1
158.6,9,336.8,675.6,2,0;1
158.8,9,335.4,675.8,2,0;1
159.0,9,340.7,677.5,2,0;1
159.2,9,342.6,678.0,2,0;1
159.4,9,345.4,678.6,2,0;1
159.6,9,348.4,679.1,2,0;1
159.8,9,357.6,680.4,2,0;1
160.0,9,358.0,680.4,2,0;1
160.2,9,351.3,679.4,2,0;1
160.4,9,341.3,678.3,2,0;1
160.6,9,340.0,678.4,2,0;1
160.8,9,338.5,678.7,2,0;1
161.0,9,334.8,678.4,2,0;1
161.2,9,329.3,678.2,2,0;1
161.4,9,328.1,678.5,2,0;1
161.6,9,324.6,678.5,2,0;1
161.8,9,313.7,680.3,2,0;1
162.0,9,307.7,680.0,2,0;1
162.2,9,286.4,679.9,2,0;1
162.4,9,263.7,680.1,2,0;1
162.6,9,239.0,679.3,2,0;1
162.8,9,228.6,678.8,2,0;1
163.0,9,243.3,680.6,1,0;1
163.2,9,243.3,680.6,1,0;1
70.0,10,172.0,641.4,1,0
70.2,10,168.6,637.8,1,0
70.4,10,155.2,623.1,1,0
70.6,10,153.9,617.0,1,0
70.8,10,155.1,610.3,1,0
71.0,10,148.1,591.9,1,0
71.2,10,151.6,577.9,1,0
71.4,10,162.8,573.3,1,0
71.6,10,163.6,558.2,1,0
71.8,10,163.6,543.0,1,0
72.0,10,169.1,537.8,1,0
72.2,10,171.0,526.6,1,0
72.4,10,166.5,508.1,1,0
72.6,10,168.7,500.4,1,0
72.8,10,173.9,491.4,1,0
73.0,10,171.8,468.5,1,0
73.2,10,161.1,433.0,1,0
73.4,10,162.6,428.6,1,0
73.6,10,159.8,414.7,1,0
73.8,10,162.5,411.5,1,0
74.0,10,169.2,408.6,1,0
74.2,10,172.9,400.2,1,0
74.4,10,172.0,383.2,1,0
74.6,10,172.2,377.1,1,0
74.8,10,169.2,365.4,1,0
75.0,10,160.4,341.6,1,0
75.2,10,158.9,331.3,1,0
75.4,10,160.5,323.8,1,0
75.6,10,158.5,305.3,1,0
75.8,10,154.3,281.2,1,0
76.0,10,140.0,235.0,1,0
76.2,10,130.1,199.5,1,0
76.4,10,133.0,189.4,1,0
76.6,10,146.1,192.0,1,0
76.8,10,161.8,196.9,1,0
77.0,10,177.3,199.3,1,0
77.2,10,191.8,203.0,1,0
77.4,10,215.2,213.9,1,0
77.6,10,231.5,221.3,1,0
77.8,10,249.1,224.8,1,0
78.0,10,264.1,231.0,1,0
78.2,10,279.0,237.3,1,0
78.4,10,294.0,243.6,1,0
78.6,10,308.9,249.9,1,0
78.8,10,323.8,256.1,1,0
79.0,10,335.8,261.2,1,0
79.2,10,344.6,265.6,1,0
79.4,10,354.6,271.4,1,0
79.6,10,360.0,274.2,1,0
79.8,10,366.9,275.7,1,0
80.0,10,379.0,279.6,1,0
80.2,10,383.3,281.5,1,0
80.4,10,381.6,255.4,1,0
80.6,10,377.5,230.3,1,0
80.8,10,376.2,223.5,1,0
81.0,10,377.9,213.1,1,0
81.2,10,380.9,197.3,1,0
81.4,10,379.8,166.7,1,0
81.6,10,375.6,124.6,1,0
81.8,10,375.7,121.2,1,0
82.0,10,375.8,120.1,1,0
71.4,11,237.1,467.5,1,1
71.6,11,237.1,459.0,1,1
71.8,11,237.0,444.5,1,1
72.0,11,237.0,429.9,1,1
72.2,11,237.0,418.5,1,1
72.4,11,237.0,413.3,1,1
72.6,11,237.0,404.5,1,1
72.8,11,236.9,393.5,1,1
73.0,11,236.9,393.5,1,1
73.2,11,236.9,393.5,1,1
73.4,11,236.9,393.5,1,1
73.6,11,236.9,386.5,1,1
77.6,12,466.1,503.3,1,1
